sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3383697,13,2,0,0,0,0,0,3,3,3,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3383698,11,2,0,2,2,2,0,0,0,0,0,No,0,0.91,0.85,0,No,No,No,Yes,No,No
3383743,15,8,0,0,0,0,0,0,0,4,1,No,0,0.8,0.77,0,No,No,No,Yes,No,No
3383744,-1,16,0,3,4,5,0,1,1,1,0,No,0,0.31,0.4,1,No,No,No,Yes,No,No
3383792,7,2,0,0,3,6,1,2,4,10,2,No,0,0,0.37,0,No,No,No,Yes,No,No
3383841,82,2,18,234,468,720,56,120,130,130,0,No,0,0.91,0.85,0,No,No,No,Yes,No,No
3383938,3,9,0,0,0,0,0,0,0,0,0,No,0,0.85,0.82,0,Yes,No,No,No,No,No
3383940,22,8,0,0,0,0,0,0,0,0,3,No,0,0.51,0.6,0,No,No,No,Yes,No,No
3384212,828,12,0,0,0,0,0,0,0,0,0,No,0,0.92,0.9,0,No,No,No,Yes,No,No
3384452,6,8,0,0,0,0,0,0,1,3,2,No,0,0.25,0.31,0,No,No,No,Yes,No,No
3384458,28,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3384597,45,2,20,100,200,320,27,75,125,172,26,No,0,0.85,0.88,0,No,No,No,Yes,No,No
3384658,1,12,0,0,0,0,0,0,0,0,0,No,0,0.07,0.19,0,No,No,No,Yes,No,No
3384692,3,12,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
3384693,2,8,0,0,0,0,0,0,1,1,2,No,0,0.95,0.96,0,Yes,No,No,Yes,No,No
3384694,62,8,0,16,64,128,13,53,102,143,11,No,0,0.85,0.92,0,No,No,No,Yes,No,No
3384695,7,9,0,0,0,0,1,3,4,4,0,No,0,0.95,0.89,0,Yes,No,No,Yes,No,No
3384697,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3384738,45,2,0,0,6,18,2,7,32,38,1,No,0,0.97,0.95,0,No,No,No,Yes,No,No
3384746,6,4,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,Yes,No,No,Yes,No,No
3384786,30,4,0,0,0,0,0,0,0,0,1,No,0,0.75,0.72,0,Yes,No,No,Yes,No,No
3384787,6,2,0,0,0,0,0,0,0,0,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No,No
3384788,12,2,0,0,0,0,0,1,3,3,0,No,0,0.73,0.7,0,No,No,No,Yes,No,No
3384881,141,2,0,0,0,0,0,5,12,21,0,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3384931,53,4,0,0,0,0,0,1,1,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3384932,1129,4,0,0,0,0,0,3,3,5,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3385069,131,2,0,0,0,0,1,2,3,5,1,No,0,-99,-99,0,No,No,No,Yes,No,No
3385162,6,52,0,0,0,0,0,0,0,0,1,No,0,0.92,0.78,0,Yes,No,No,Yes,No,No
3385254,3,52,0,0,0,0,0,0,0,0,0,No,0,1,0.9,0,Yes,No,No,Yes,No,No
3385255,718,9,0,0,0,0,0,0,0,0,0,No,0,0.33,0.65,0,No,No,No,Yes,No,No
3385257,2,52,0,0,0,0,0,0,0,0,1,No,0,0.84,0.87,0,Yes,No,No,Yes,No,No
3385301,110,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3385302,7,2,8,21,46,71,4,14,29,51,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3385310,4,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3385394,13,8,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,No,Yes,Yes,No,No
3385395,0,9,0,2,3,4,1,2,3,4,1,No,0,0.93,0.78,0,No,No,No,Yes,No,No
3385403,3,8,0,0,0,2,0,0,1,1,0,No,0,0.9,0.94,0,No,No,No,Yes,No,No
3385442,12,8,0,0,0,0,0,0,0,0,1,No,0,0.37,0.34,0,No,No,No,Yes,No,No
3385443,9,9,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3385447,0,8,0,0,0,0,0,0,0,0,1,No,0,0.97,0.97,0,No,No,Yes,No,No,No
3385540,141,2,0,160,320,320,16,17,17,18,55,No,0,0.68,0.83,0,No,No,No,Yes,No,No
3385542,12,2,0,0,0,0,0,0,0,0,1,No,0,0.03,0.1,0,No,No,No,Yes,No,No
3385685,16,8,0,0,20,20,1,8,15,27,4,No,0,0.83,0.79,0,No,No,Yes,Yes,No,No
3385733,7,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
3385734,7,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
3385877,15,4,0,0,0,0,0,0,0,0,1,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3385878,12,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.94,0,No,No,No,Yes,No,No
3385879,15,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3385924,1,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,Yes,Yes,No,No
3385971,103,9,0,0,0,0,0,2,2,2,1,No,0,0.81,0.9,0,Yes,No,No,Yes,No,No
3385972,120,8,40,84,217,350,33,118,257,416,42,No,0,0.87,0.91,0,No,No,No,Yes,No,No
3385980,6,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3386112,2,8,0,0,0,0,0,0,0,0,1,No,0,1,0.99,0,No,No,No,Yes,No,No
3386203,225,8,0,0,0,0,12,25,58,119,19,No,0,0,0,0,No,No,No,Yes,No,No
3386250,19,2,0,0,0,0,0,0,0,0,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3386345,0,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,Yes,Yes,No,No
3386392,633,8,65,840,1575,2555,315,1163,2328,3197,321,No,0,0.93,0.96,0,No,No,No,Yes,No,No
3386393,11,2,0,0,0,0,0,0,0,0,0,No,0,0.94,0.96,0,No,No,No,Yes,No,No
3386395,4,8,0,0,0,0,0,0,0,3,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3386441,7,2,0,6,20,28,3,6,19,30,0,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3386645,2,8,0,0,0,0,0,0,0,0,1,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3386828,8,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3386925,0,9,0,2,4,5,0,1,2,3,0,No,0,0.93,0.89,0,No,No,No,Yes,No,No
3386970,43,8,0,0,0,0,0,0,0,0,2,No,0,-99,-99,0,Yes,No,No,Yes,No,No
3386971,1126,8,179,1120,2200,3360,346,1245,2761,4174,344,No,0,1,0.81,0,No,No,No,Yes,No,No
3386972,7,12,0,0,0,2,0,1,2,3,0,No,0,0.73,0.7,0,No,No,No,Yes,No,No
3387062,12,8,0,0,0,0,0,0,0,0,0,No,0,1,0.93,0,No,No,No,Yes,No,No
3387108,3,8,0,1,2,4,1,3,4,5,1,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3387154,3,8,0,1,2,4,0,0,4,4,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
3387296,13,8,0,0,0,0,0,1,6,11,0,No,0,0.41,0.46,0,No,No,No,Yes,No,No
3387493,12,2,0,0,0,0,0,3,6,9,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3387587,4,8,0,1,3,7,2,3,8,12,4,No,0,0.87,0.88,0,No,No,Yes,Yes,No,No
3387635,8,2,0,0,0,0,2,5,8,8,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No,No
3387636,25,2,0,0,0,0,3,3,12,12,0,No,0,0.94,0.96,0,Yes,No,No,Yes,No,No
3387637,33,2,0,0,0,0,4,9,9,9,0,No,0,0.7,0.55,0,Yes,No,Yes,Yes,No,No
3387684,902,16,0,0,0,0,18,79,91,122,2,No,0,1,0.8,0,No,No,No,Yes,No,No
3387732,21,12,0,0,0,0,0,0,0,0,2,No,0,0,0,0,No,No,Yes,Yes,No,No
3387830,86,8,0,128,128,128,13,46,96,173,33,No,0,0.62,0.56,0,No,No,No,Yes,No,No
3387925,12,8,0,50,50,100,5,15,26,39,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
3387971,15,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.97,0,No,No,No,Yes,No,No
3387974,2,8,0,0,0,0,0,0,3,4,0,No,0,0.52,0.62,0,Yes,No,Yes,Yes,No,No
3388006,93,8,0,0,0,0,0,0,0,0,0,No,0,1,1,0,No,No,No,Yes,No,No
3388110,2,8,0,109,109,109,1,6,12,16,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
3388111,235,10,2,0,52,147,14,64,223,342,21,No,0,0.65,0.71,0,No,No,No,Yes,No,No
3388203,6,8,0,0,2,3,0,1,3,6,1,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
3388250,2,2,0,2,4,7,1,3,4,7,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
3388654,2783,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3388735,84,2,26,80,180,270,18,79,192,277,19,No,0,0.9,0.91,0,No,No,No,Yes,No,No
3388736,353,4,105,39,193,303,39,236,485,830,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3388877,7,9,0,0,0,0,0,0,0,1,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No,No
3388878,38,2,0,0,0,40,13,39,91,100,2,No,0,0.66,0.66,0,No,No,No,Yes,No,No
3388879,2040,2,22,4800,7200,10800,171,1727,3811,6042,364,No,0,1,1,0,No,No,Yes,Yes,No,No
3389108,529,12,264,149,301,605,193,446,607,818,270,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3389348,57,2,0,0,0,0,2,5,6,12,2,No,0,0.75,0.43,0,No,No,No,Yes,No,No
3389399,2,2,0,0,0,0,0,0,0,0,0,No,0,0.84,0.82,0,No,No,No,Yes,No,No
3389434,6,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3389445,62,8,0,90,178,222,25,90,204,304,50,No,0,1,1,0,No,No,No,Yes,No,No
3389490,1,9,0,0,0,0,0,0,0,0,0,No,0,1,0.98,0,No,No,No,Yes,No,No
3389491,16,4,0,0,3,5,0,3,7,11,1,No,0,0.73,0.78,0,No,No,No,No,No,No
3389539,20,2,0,0,0,0,0,1,1,1,0,No,0,0.73,0.76,0,Yes,No,No,Yes,No,No
3389540,0,2,12,0,0,0,0,0,0,0,0,No,0,0.54,0.56,0,No,No,No,Yes,No,No
3389633,15,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
3389774,217,8,0,100,200,300,19,98,207,346,59,No,0,1,0.99,0,No,No,No,Yes,No,No
3389915,986,8,4,0,0,0,20,67,124,206,31,No,0,0.8,0.71,0,No,No,No,Yes,No,No
3389963,36,12,0,206,224,230,0,39,162,558,40,No,0,0.21,0.26,27,No,No,No,Yes,No,No
3390012,105,8,1,124,220,340,25,89,195,308,45,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3390059,24,8,0,0,0,0,0,0,0,5,0,No,0,0.99,0.95,0,No,No,No,Yes,No,No
3390060,61,2,123,0,40,120,30,174,255,327,34,No,0,0.89,0.82,0,No,No,No,Yes,No,No
3390061,104,9,10,13,59,99,5,40,99,167,44,No,0,0.95,0.89,0,No,No,No,Yes,No,No
3390063,225,8,0,0,0,0,0,1,2,4,0,No,0,1,0.99,0,No,No,No,Yes,No,No
3390152,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3390249,4,8,0,0,0,0,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,No
3390252,18,2,0,0,0,20,4,7,17,19,1,No,0,1,0.58,0,No,No,No,Yes,No,No
3390346,102,8,15,50,150,200,26,70,169,235,61,No,0,0.99,0.94,0,No,No,No,Yes,No,No
3390369,15,12,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3390394,0,8,0,0,0,0,0,0,0,0,0,No,0,0.94,0.92,0,No,No,No,Yes,No,No
3390425,7,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
3390443,4,2,0,6,6,6,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
3390444,3,4,3,0,0,0,0,0,0,0,0,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
3390737,524,8,0,0,0,0,5,18,41,78,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3390806,0,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
3390821,21,9,7,28,58,88,6,22,55,97,16,No,0,0.58,0.45,0,No,No,No,Yes,No,No
3390869,27,8,0,0,0,0,1,1,3,5,5,No,0,0.95,0.95,0,No,No,No,Yes,No,No
3390916,175,8,29,191,346,436,34,126,295,482,71,No,0,0.81,0.83,0,No,No,No,Yes,No,No
3390964,23,9,0,0,0,0,0,0,0,1,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3390968,500,2,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
3391105,4,12,0,24,48,48,2,16,24,32,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3391184,0,2,0,0,0,0,0,0,0,0,0,No,0,0.87,0.9,0,No,No,No,Yes,No,No
3391251,3,8,0,0,0,0,0,0,0,0,1,No,0,0.37,0.34,0,No,No,No,Yes,No,No
3391252,116,2,0,200,400,500,47,157,249,335,46,No,0,0.83,0.79,0,No,No,Yes,Yes,No,No
3391442,110,2,0,0,0,0,4,12,28,28,6,No,0,0.65,0.42,0,Yes,No,No,Yes,No,No
3391537,2,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3391586,16,4,0,0,5,5,19,70,139,214,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3391678,315,20,19,0,4582,4742,21,63,150,264,57,No,0,0.92,0.9,0,No,No,No,Yes,No,No
3391725,13,2,0,0,0,0,0,0,1,1,0,No,0,0.78,0.78,0,Yes,No,No,Yes,No,No
3391772,1,8,0,0,0,0,0,0,0,0,1,No,0,0.54,0.72,0,No,No,No,Yes,No,No
3391776,37,8,0,0,0,0,0,1,3,3,0,No,0,0,0,0,Yes,No,No,Yes,No,No
3391864,141,8,43,46,127,208,20,82,163,241,45,No,0,0.75,0.72,0,No,No,No,Yes,No,No
3391957,0,5,0,8,14,14,0,0,0,0,0,No,0,0.65,0.71,0,No,No,Yes,Yes,No,No
3392004,59,8,0,0,0,0,4,8,18,23,2,No,0,0.9,0.93,0,No,No,No,Yes,No,No
3392050,0,8,0,10,10,10,0,0,0,0,0,No,0,1,0.93,0,No,No,No,Yes,No,No
3392051,2,8,0,0,0,1,0,0,1,2,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3392435,1,12,2,0,0,1,0,0,2,3,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3392436,3,12,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,Yes,Yes,No,No
3392482,52,9,0,0,0,0,3,6,15,25,2,No,0,0.85,0.82,0,No,No,No,Yes,No,No
3392670,7,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No,No
3392671,14,8,0,0,0,0,0,0,0,0,1,No,0,0.88,0.94,0,No,No,No,Yes,No,No
3392761,169,8,15,340,460,460,49,167,361,563,64,No,0,0.79,0.84,0,No,No,No,Yes,No,No
3392854,53,12,0,0,0,0,5,18,31,53,0,No,0,0.77,0.75,0,No,No,No,Yes,No,No
3392855,2854,8,1155,0,0,0,524,1614,3754,6441,136,No,0,0,0,0,No,No,No,Yes,No,No
3392856,533,8,0,0,0,0,16,50,129,267,36,No,0,0.61,0.6,0,No,No,No,Yes,No,No
3392903,5,8,0,0,0,0,0,0,2,3,0,No,0,0.87,0.92,0,No,No,Yes,Yes,No,No
3393146,24,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3393239,12,18,10,0,10,10,2,7,11,14,2,No,0,0.85,0.8,0,No,No,No,Yes,No,No
3393382,0,9,0,0,0,0,0,6,18,35,6,No,0,0.85,0.82,0,Yes,No,No,Yes,No,No
3393383,51,2,0,0,0,0,5,10,19,38,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
3393403,2,4,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3393460,0,8,0,0,0,0,0,0,0,0,1,No,0,-99,-99,0,No,No,No,Yes,No,No
3393479,11,12,0,2,2,2,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
3393576,7,8,0,0,0,0,0,1,2,2,0,No,0,1,0.99,0,No,No,No,Yes,No,No
3393712,642,8,252,1216,2256,3296,455,1469,2492,3649,180,No,0,0.99,0.98,0,No,No,No,Yes,No,No
3393713,4,8,0,5,10,15,1,4,7,10,0,No,0,0.91,0.93,0,No,No,Yes,Yes,No,No
3393759,27,8,0,0,0,0,1,10,23,31,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
3393781,8,8,0,0,0,0,0,0,1,1,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3393903,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3394096,2,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3394255,0,2,0,0,0,0,0,0,0,0,0,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3394341,14,9,0,0,0,0,0,0,0,0,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
3394480,0,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
3394528,19,40,0,180,180,276,13,47,103,123,34,No,0,0.98,0.98,0,Yes,No,Yes,Yes,No,No
3394529,4,8,0,0,1,2,0,0,3,5,1,No,0,0.88,0.74,0,No,No,No,Yes,No,No
3394573,27,8,0,0,0,0,3,11,26,44,4,No,0,1,0.99,0,No,No,No,Yes,No,No
3394759,31,9,0,0,1,12,0,2,2,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3394760,0,8,7,2,8,14,1,5,10,16,0,No,0,0.84,0.82,0,No,No,No,Yes,No,No
3394808,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3394854,55,8,19,50,118,169,16,50,113,174,49,No,0,0.85,0.83,0,No,No,No,Yes,No,No
3394998,3,2,0,0,0,0,0,0,0,0,0,No,0,0.53,0.53,0,No,No,Yes,Yes,No,No
3395139,114,2,34,140,350,490,26,154,309,416,56,No,0,0.99,0.97,0,No,No,No,Yes,No,No
3395140,0,8,0,9,9,9,0,1,3,7,10,No,0,0.56,0.68,0,No,No,No,Yes,No,No
3395141,2,12,0,0,0,0,0,0,1,1,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3395182,49,8,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,No,No,Yes,No,No
3395185,7,2,0,0,0,0,0,0,0,0,0,No,0,0.13,0.15,0,No,No,No,Yes,No,No
3395187,13,2,0,0,10,10,0,0,0,0,1,No,0,0.46,0.65,0,No,No,No,Yes,No,No
3395284,7,8,0,0,0,0,0,0,0,0,0,No,0,0.83,0.91,0,No,No,No,Yes,No,No
3395376,11,2,0,0,0,0,0,0,0,0,2,No,0,0,0,0,No,No,No,Yes,No,No
3395423,2,8,0,0,0,1,0,1,1,1,1,No,0,1,0.98,0,No,No,Yes,Yes,No,No
3395653,10,2,0,0,0,0,0,0,1,1,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3395678,0,8,0,0,0,0,0,0,0,0,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
3395747,3,8,0,10,18,18,1,2,12,24,9,No,0,0.78,0.8,0,No,No,No,Yes,No,No
3395780,11,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3395799,10,8,0,0,0,0,0,0,0,0,0,No,0,0.5,0.52,0,No,No,No,Yes,No,No
3395845,1,9,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3395981,0,8,0,0,0,0,0,0,0,0,0,No,0,1,0.98,0,No,No,No,Yes,No,No
3396083,3,2,1,1,3,3,0,0,0,0,0,No,0,0.82,0.89,0,Yes,No,No,Yes,No,No
3396132,1,2,0,0,0,0,0,0,0,0,0,No,0,0.1,0.11,0,No,No,No,Yes,No,No
3396133,5,3,0,0,0,0,0,0,0,0,0,No,0,0.58,0.45,0,No,No,No,Yes,No,No
3396229,113,8,22,36,180,234,23,56,140,271,38,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3396422,24,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.97,0,No,No,No,Yes,No,No
3396466,146,8,0,0,0,0,4,9,20,29,0,No,0,0.72,0.63,0,No,No,Yes,Yes,No,No
3396512,90,12,1,96,144,144,19,63,127,188,24,No,0,1,1,0,No,No,No,Yes,No,No
3396605,200,8,0,0,0,0,2,4,5,10,1,No,0,0.41,0.46,0,No,No,No,No,No,No
3396607,10,8,0,0,0,0,1,3,4,5,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
3396610,0,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,Yes,Yes,No,No
3396653,628,12,0,0,0,0,28,106,224,344,52,No,0,0.92,0.9,0,No,No,Yes,Yes,No,No
3396701,336,9,0,0,0,0,0,0,0,4,1,No,0,0.98,0.88,0,Yes,No,No,Yes,No,No
3396749,179,17,0,0,0,0,1,2,19,29,4,No,0,0.98,0.98,0,No,No,Yes,Yes,No,No
3396802,13,8,0,0,0,0,4,9,21,29,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3396851,11,2,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3396951,54,8,0,0,36,66,7,15,50,71,4,No,0,0.84,0.92,0,No,No,No,Yes,No,No
3396998,16,8,0,40,40,40,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
3397046,8,8,0,0,0,0,1,1,3,3,0,No,0,0.98,0.98,0,No,No,Yes,Yes,No,No
3397049,0,2,0,42,42,42,0,0,0,0,0,No,0,0.73,0.7,0,Yes,No,No,Yes,No,No
3397095,384,2,0,0,0,0,9,17,26,27,3,No,0,0.51,0.28,0,No,No,Yes,Yes,No,No
3397097,9,0,0,0,0,0,0,0,0,0,1,No,0,0,0,0,No,No,No,Yes,No,No
3397141,554,12,232,783,1565,2309,195,739,1661,2592,279,No,0,1,1,0,No,No,No,Yes,No,No
3397283,308,12,0,0,0,0,4,4,5,5,1,No,0,0.74,0.69,0,No,No,Yes,Yes,No,No
3397330,15,2,0,0,0,0,0,1,4,7,0,No,0,1,0.99,0,No,No,No,Yes,No,No
3397433,6,9,0,0,0,0,0,0,0,0,0,No,0,0.93,0.89,0,No,No,No,Yes,No,No
3397538,3,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
3397663,2,2,0,6,12,18,4,9,14,17,0,No,0,0.9,0.95,0,No,No,No,Yes,No,No
3397947,93,8,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
3397949,14,8,0,20,20,20,0,0,0,0,2,No,0,0.5,0.52,0,Yes,No,Yes,No,No,No
3397998,6,2,0,4,8,12,0,2,4,4,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No,No
3398046,2,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3398091,123,9,0,0,0,0,1,1,1,3,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
3398233,201,12,75,99,268,420,50,134,261,432,34,No,0,0.73,0.79,0,No,No,Yes,Yes,No,No
3398234,174,52,0,0,0,0,0,0,5,7,2,No,0,0.74,0.69,0,Yes,No,Yes,No,No,No
3398420,3,8,0,0,0,0,1,1,1,1,0,No,0,0.84,0.86,0,No,No,No,Yes,No,No
3398467,500,12,0,0,0,0,0,0,0,0,0,No,0,0.94,0.87,0,No,No,No,Yes,No,No
3398514,1172,8,0,0,0,0,0,1,2,4,3,No,0,0.99,0.85,0,No,No,Yes,Yes,No,No
3398658,15,8,0,0,0,0,1,1,1,1,1,No,0,0.82,0.9,0,No,No,No,Yes,No,No
3398899,5,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3398900,6,2,1,0,0,0,0,2,2,2,0,No,0,0.5,0.52,0,Yes,No,No,Yes,No,No
3398901,5,8,0,0,0,0,0,0,0,0,1,No,0,0.37,0.34,0,No,No,No,Yes,No,No
3398947,4,4,0,1,2,2,0,0,0,0,0,No,0,0.7,0.66,0,Yes,No,No,Yes,No,No
3399232,43,2,9,14,35,66,8,27,48,76,17,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3399233,11,8,0,0,0,0,0,1,2,2,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3399278,35,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.95,0,No,No,No,Yes,No,No
3399371,3,8,0,8,16,24,5,11,17,30,5,No,0,0.95,0.77,0,No,No,No,Yes,No,No
3399372,2,8,0,47,47,47,0,0,0,1,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
3399417,12,2,0,0,0,0,1,1,3,5,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3399418,95,2,0,0,0,0,0,0,2,2,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
3399451,0,8,0,0,0,0,0,0,0,0,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
3399517,4,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3399561,132,8,0,0,0,0,0,4,14,21,0,No,0,0.9,0.95,0,No,No,No,Yes,No,No
3399562,33,8,0,30,60,95,13,33,74,132,11,No,0,0.79,0.66,0,No,No,No,Yes,No,No
3399572,0,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3399609,14,2,0,0,0,0,1,3,8,10,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3399610,1,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3399756,3652,2,0,0,0,0,3,13,31,43,4,No,0,0.85,0.78,0,No,No,No,Yes,No,No
3399757,279,2,0,0,0,0,0,0,1,1,1,No,0,0.95,0.94,0,Yes,No,No,Yes,No,No
3399850,314,52,0,0,0,0,4,17,43,65,0,No,0,0.79,0.66,0,Yes,No,No,Yes,No,No
3399851,53,8,0,62,104,169,15,63,127,173,18,No,0,0.7,0.71,0,No,No,Yes,Yes,No,No
3399898,15,2,0,4,14,26,5,24,35,35,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
